video_id,block_index,start_sec,end_sec,n_frames,subject,attribute,feature_mode
P016_S00,64,47.8125,48.5625,3,0.7622283050325744,0.032424554228782654,whole_frame
P016_S00,65,48.5625,49.3125,3,0.7722670430292315,0.0370614230632782,whole_frame
P016_S00,66,49.3125,50.0625,3,0.7770355832264112,0.03979948163032532,whole_frame
P016_S00,67,50.0625,50.8125,3,0.940158242083482,0.02914285659790039,whole_frame
P016_S00,68,50.8125,51.5625,3,0.971649897233664,0.028825432062149048,whole_frame
P016_S00,69,51.5625,52.3125,3,0.9732968179450994,0.029365837574005127,whole_frame
P016_S00,70,52.3125,53.0625,3,0.9617136805368736,0.028025150299072266,whole_frame
P016_S00,71,53.0625,53.8125,3,0.9523369276986342,0.029283151030540466,whole_frame
P016_S00,72,53.8125,54.5625,3,0.942309630886393,0.030065789818763733,whole_frame
P016_S00,73,54.5625,55.3125,3,0.9470721111646554,0.029056593775749207,whole_frame
P016_S00,74,55.3125,56.0625,3,0.9500881027699093,0.02633737027645111,whole_frame
P016_S00,75,56.0625,56.8125,3,0.934333442632626,0.02856627106666565,whole_frame
P016_S00,76,56.8125,57.5625,3,0.9249973583213502,0.027419984340667725,whole_frame
P016_S00,77,57.5625,58.3125,3,0.9269173203465887,0.028949588537216187,whole_frame
P016_S00,78,58.3125,59.0625,3,0.9391190025951032,0.031241565942764282,whole_frame
P016_S00,79,59.0625,59.8125,3,0.9433717338995677,0.028712213039398193,whole_frame
P016_S00,80,59.8125,60.0,3,0.9566048912179008,0.029026299715042114,whole_frame
